confederation,slider_level,length_scale_years,year,mean,p5,p95
AFC,0.8,7.79,2002,1507.942809278535,1489.442415394867,1526.443203162203
AFC,0.8,7.79,2003,1507.9279580706718,1489.1760217357407,1526.679894405603
AFC,0.8,7.79,2004,1507.6442464046795,1488.690525178972,1526.597967630387
AFC,0.8,7.79,2005,1507.00690698747,1487.9990583548367,1526.0147556201032
AFC,0.8,7.79,2006,1505.9514742395734,1487.1170061967289,1524.7859422824176
AFC,0.8,7.79,2007,1504.4456052025425,1486.0294539212794,1522.8617564838057
AFC,0.8,7.79,2008,1502.4995209416115,1484.6579169556999,1520.3411249275232
AFC,0.8,7.79,2009,1500.1737309110154,1482.844208451466,1517.5032533705644
AFC,0.8,7.79,2010,1497.58211898561,1480.3927985718033,1514.7714393994167
AFC,0.8,7.79,2011,1494.8881384902982,1477.2158779438269,1512.5603990367697
AFC,0.8,7.79,2012,1492.2923050243323,1473.5162896792585,1511.0683203694061
AFC,0.8,7.79,2013,1490.0106811861249,1469.8145854092875,1510.206776962962
AFC,0.8,7.79,2014,1488.2464366250429,1466.767223062704,1509.7256501873817
AFC,0.8,7.79,2015,1487.1591472603977,1464.93218946074,1509.3861050600553
AFC,0.8,7.79,2016,1486.838267789177,1464.5959295632606,1509.0806060150933
AFC,0.8,7.79,2017,1487.287257384768,1465.6750554483378,1508.8994593211985
AFC,0.8,7.79,2018,1488.422775620639,1467.6954145902498,1509.150136651028
AFC,0.8,7.79,2019,1490.0896316179135,1469.890452050626,1510.288811185201
AFC,0.8,7.79,2020,1492.0879704155197,1471.4846464621567,1512.691294368883
AFC,0.8,7.79,2021,1494.2060339795462,1472.0636312777594,1516.348436681333
AFC,0.8,7.79,2022,1496.2508827525971,1471.677220663592,1520.8245448416021
AFC,0.8,7.79,2023,1498.0709269553934,1470.6059028319876,1525.5359510787991
AFC,0.8,7.79,2024,1499.5672135902512,1469.1296779439588,1530.0047492365436
AFC,0.8,7.79,2025,1500.6938065675413,1467.453301458359,1533.9343116767238
AFC,0.8,7.79,2026,1501.4500723492065,1465.714484315008,1537.185660383405
AFC,1.0,9.74,1992,1506.648718186672,1484.3161346076467,1528.9813017656973
AFC,1.0,9.74,1993,1506.8002169791966,1485.9439449986314,1527.6564889597616
AFC,1.0,9.74,1994,1506.9536116473944,1487.3007640608541,1526.6064592339349
AFC,1.0,9.74,1995,1507.1112252824908,1488.36952359038,1525.8529269746014
AFC,1.0,9.74,1996,1507.2717530355515,1489.161698480393,1525.3818075907102
AFC,1.0,9.74,1997,1507.4281841559823,1489.7096950761047,1525.1466732358601
AFC,1.0,9.74,1998,1507.5660182574204,1490.0526894268958,1525.079347087945
AFC,1.0,9.74,1999,1507.662211400978,1490.222782438852,1525.101640363104
AFC,1.0,9.74,2000,1507.6852473909767,1490.237793882039,1525.132700899914
AFC,1.0,9.74,2001,1507.5966024172656,1490.1025965742929,1525.090608260238
AFC,1.0,9.74,2002,1507.3536776390988,1489.8161420065558,1524.8912132716418
AFC,1.0,9.74,2003,1506.9140510994678,1489.3787751280604,1524.4493270708751
AFC,1.0,9.74,2004,1506.2406873262325,1488.794722066212,1523.686652586253
AFC,1.0,9.74,2005,1505.3075705096496,1488.067133333292,1522.5480076860072
AFC,1.0,9.74,2006,1504.1051099231217,1487.1865446877443,1521.023675158499
AFC,1.0,9.74,2007,1502.6446067511913,1486.1173567750902,1519.1718567272926
AFC,1.0,9.74,2008,1500.9610709925164,1484.7915066611827,1517.1306353238501
AFC,1.0,9.74,2009,1499.1137468347004,1483.1236143086535,1515.103879360747
AFC,1.0,9.74,2010,1497.1838684727145,1481.0594983785231,1513.3082385669056
AFC,1.0,9.74,2011,1495.2694506703997,1478.6444776021297,1511.89442373867
AFC,1.0,9.74,2012,1493.4773236602264,1476.0610998211057,1510.8935474993468
AFC,1.0,9.74,2013,1491.913111339864,1473.5958334062457,1510.2303892734822
AFC,1.0,9.74,2014,1490.6703340892577,1471.554549749547,1509.7861184289686
AFC,1.0,9.74,2015,1489.8201642143074,1470.1756294163035,1509.4646990123113
AFC,1.0,9.74,2016,1489.4034451033046,1469.5679841461238,1509.2389060604858
AFC,1.0,9.74,2017,1489.4263276237768,1469.6790762550345,1509.1735789925192
AFC,1.0,9.74,2018,1489.8602939878242,1470.295725801,1509.4248621746488
AFC,1.0,9.74,2019,1490.6465484580508,1471.0879803591379,1510.2051165569635
AFC,1.0,9.74,2020,1491.7039489672616,1471.7046045709958,1511.7032933635273
AFC,1.0,9.74,2021,1492.939041236949,1471.8933224374116,1513.984760036486
AFC,1.0,9.74,2022,1494.2564886331834,1471.570898145053,1516.9420791213138
AFC,1.0,9.74,2023,1495.5683119133416,1470.7966740606244,1520.3399497660587
AFC,1.0,9.74,2024,1496.8007925374136,1469.6945575784816,1523.9070274963456
AFC,1.0,9.74,2025,1497.8984984998172,1468.3908885158187,1527.4061084838154
AFC,1.0,9.74,2026,1498.825487479017,1466.987992968422,1530.662981989612
AFC,1.5,14.62,1992,1507.2114533309316,1486.6800255270355,1527.7428811348275
AFC,1.5,14.62,1993,1507.315212802592,1487.7737731504,1526.8566524547841
AFC,1.5,14.62,1994,1507.3730243079249,1488.6919048600391,1526.0541437558109
AFC,1.5,14.62,1995,1507.3759915115845,1489.4225360551325,1525.3294469680366
AFC,1.5,14.62,1996,1507.3149786388901,1489.9623830828903,1524.66757419489
AFC,1.5,14.62,1997,1507.1808983943235,1490.3165434785374,1524.04525331011
AFC,1.5,14.62,1998,1506.9650855478183,1490.497049990943,1523.4331211046936
AFC,1.5,14.62,1999,1506.6597548201034,1490.5204963111503,1522.7990133290568
AFC,1.5,14.62,2000,1506.2585314125774,1490.405222679343,1522.1118401458118
AFC,1.5,14.62,2001,1505.757030529241,1490.1685275592547,1521.3455334992277
AFC,1.5,14.62,2002,1505.153449848313,1489.8242200570835,1520.4826796395425
AFC,1.5,14.62,2003,1504.449127809455,1489.3807003052025,1519.5175553137071
AFC,1.5,14.62,2004,1503.6490126509093,1488.8397619237585,1518.4582633780603
AFC,1.5,14.62,2005,1502.7619841330165,1488.1964601833079,1517.3275080827252
AFC,1.5,14.62,2006,1501.8009732170444,1487.4405759528167,1516.161370481272
AFC,1.5,14.62,2007,1500.7828353712919,1486.560204034917,1515.0054667076668
AFC,1.5,14.62,2008,1499.727950509483,1485.5475042809828,1513.9083967379834
AFC,1.5,14.62,2009,1498.6595456823495,1484.4055355962687,1512.9135557684303
AFC,1.5,14.62,2010,1497.6027633996207,1483.153798687801,1512.05172811144
AFC,1.5,14.62,2011,1496.5835258925065,1481.8297486091,1511.337303175913
AFC,1.5,14.62,2012,1495.6272702888118,1480.4848880381599,1510.769652539464
AFC,1.5,14.62,2013,1494.757648106602,1479.176404682451,1510.3388915307528
AFC,1.5,14.62,2014,1493.995291755972,1477.9569817243548,1510.0336017875889
AFC,1.5,14.62,2015,1493.356749011683,1476.8655332475478,1509.8479647758181
AFC,1.5,14.62,2016,1492.8536732836073,1475.9207586362713,1509.7865879309434
AFC,1.5,14.62,2017,1492.4923342080297,1475.1184916311988,1509.8661767848605
AFC,1.5,14.62,2018,1492.2734823856097,1474.433195885083,1510.1137688861363
AFC,1.5,14.62,2019,1492.1925679163844,1473.82342915184,1510.5617066809289
AFC,1.5,14.62,2020,1492.2402791635848,1473.2403518333742,1511.2402064937955
AFC,1.5,14.62,2021,1492.4033401405777,1472.6373970857417,1512.169283195414
AFC,1.5,14.62,2022,1492.6654853793568,1471.9785644110077,1513.3524063477062
AFC,1.5,14.62,2023,1493.0085220081464,1471.2431430036952,1514.7739010125974
AFC,1.5,14.62,2024,1493.413390294647,1470.4261094388899,1516.400671150404
AFC,1.5,14.62,2025,1493.8611447918047,1469.5351343253305,1518.1871552582788
AFC,1.5,14.62,2026,1494.333795947768,1468.586037295349,1520.0815546001875
AFC,2.5,24.36,1992,1506.8436166452184,1488.0690022631936,1525.618231027243
AFC,2.5,24.36,1993,1506.6103285981612,1488.548544898477,1524.6721122978454
AFC,2.5,24.36,1994,1506.3429068591722,1488.960747110005,1523.7250666083396
AFC,2.5,24.36,1995,1506.0412258655333,1489.3034414390165,1522.77901029205
AFC,2.5,24.36,1996,1505.705522459084,1489.5750535212576,1521.8359913969102
AFC,2.5,24.36,1997,1505.3364209219376,1489.774500402261,1520.8983414416139
AFC,2.5,24.36,1998,1504.9349524586137,1489.901058547089,1519.9688463701384
AFC,2.5,24.36,1999,1504.5025680126748,1489.9542189220558,1519.0509171032938
AFC,2.5,24.36,2000,1504.0411433980798,1489.9335526214804,1518.1487341746792
AFC,2.5,24.36,2001,1503.5529758731418,1489.8386144479894,1517.2673372982943
AFC,2.5,24.36,2002,1503.0407714882333,1489.6689120799947,1516.412630896472
AFC,2.5,24.36,2003,1502.5076227938282,1489.4239633347613,1515.5912822528949
AFC,2.5,24.36,2004,1501.9569767960072,1489.1034522313132,1514.8105013607012
AFC,2.5,24.36,2005,1501.3925933814812,1488.7074759094057,1514.0777108535567
AFC,2.5,24.36,2006,1500.8184947894367,1488.2368511758123,1513.4001384030612
AFC,2.5,24.36,2007,1500.238907066389,1487.693426987286,1512.7843871454916
AFC,2.5,24.36,2008,1499.6581947842226,1487.0803356030397,1512.2360539654057
AFC,2.5,24.36,2009,1499.0807906116497,1486.4021180840252,1511.7594631392742
AFC,2.5,24.36,2010,1498.5111215869495,1485.6646819798452,1511.3575611940537
AFC,2.5,24.36,2011,1497.9535341287244,1484.8750851628777,1511.0319830945714
AFC,2.5,24.36,2012,1497.412219928343,1484.0411780410052,1510.7832618156806
AFC,2.5,24.36,2013,1496.8911448840233,1483.1711641721377,1510.6111255959092
AFC,2.5,24.36,2014,1496.3939831585617,1482.2731493141948,1510.5148170029286
AFC,2.5,24.36,2015,1495.9240582725085,1481.3547416436616,1510.4933749013553
AFC,2.5,24.36,2016,1495.4842928898001,1480.422747357088,1510.5458384225124
AFC,2.5,24.36,2017,1495.077168626186,1479.4829836408603,1510.6713536115114
AFC,2.5,24.36,2018,1494.704696829417,1478.5402107550597,1510.869182903774
AFC,2.5,24.36,2019,1494.3684008643365,1477.5981696083036,1511.1386321203695
AFC,2.5,24.36,2020,1494.0693100077922,1476.659701370695,1511.4789186448895
AFC,2.5,24.36,2021,1493.8079646399538,1475.7269209052536,1511.889008374654
AFC,2.5,24.36,2022,1493.5844320311926,1474.8014152502683,1512.367448812117
AFC,2.5,24.36,2023,1493.3983316854853,1473.884441160875,1512.912222210096
AFC,2.5,24.36,2024,1493.2488689269633,1472.977100897712,1513.5206369562145
AFC,2.5,24.36,2025,1493.1348752157392,1472.0804820470962,1514.1892683843819
AFC,2.5,24.36,2026,1493.0548535575867,1471.195754143913,1514.9139529712606
AFC,5.0,48.72,1992,1504.1051229949246,1488.2640030343994,1519.94624295545
AFC,5.0,48.72,1993,1503.876610197946,1488.4982402897615,1519.254980106131
AFC,5.0,48.72,1994,1503.6420671384549,1488.7112556237703,1518.5728786531395
AFC,5.0,48.72,1995,1503.4018375775659,1488.9011583153608,1517.9025168397711
AFC,5.0,48.72,1996,1503.1562860096935,1489.0659149870953,1517.2466570322918
AFC,5.0,48.72,1997,1502.9057965969384,1489.2033588010593,1516.6082343928174
AFC,5.0,48.72,1998,1502.6507719795766,1489.3112084323259,1515.9903355268273
AFC,5.0,48.72,1999,1502.3916319680816,1489.3870992295258,1515.3961647066371
AFC,5.0,48.72,2000,1502.1288121232517,1489.4286286957247,1514.8289955507787
AFC,5.0,48.72,2001,1501.8627622321262,1489.4334176476214,1514.292106816631
AFC,5.0,48.72,2002,1501.5939446884151,1489.399187009116,1513.7887023677142
AFC,5.0,48.72,2003,1501.322832787151,1489.3238481397975,1513.3218174345043
AFC,5.0,48.72,2004,1501.0499089441573,1489.2056020471546,1512.8942158411598
AFC,5.0,48.72,2005,1500.7756628517288,1489.0430401840943,1512.5082855193632
AFC,5.0,48.72,2006,1500.5005895825975,1488.8352374179738,1512.1659417472213
AFC,5.0,48.72,2007,1500.2251876548296,1488.5818268914134,1511.868548418246
AFC,5.0,48.72,2008,1499.9499570707314,1488.2830474374305,1511.6168667040322
AFC,5.0,48.72,2009,1499.675397343147,1487.9397570878682,1511.411037598426
AFC,5.0,48.72,2010,1499.4020055226943,1487.5534105628662,1511.2506004825225
AFC,5.0,48.72,2011,1499.1302742394992,1487.1260034846696,1511.1345449943287
AFC,5.0,48.72,2012,1498.8606897728755,1486.65999027296,1511.061389272791
AFC,5.0,48.72,2013,1498.59373016212,1486.1581853320836,1511.0292749921566
AFC,5.0,48.72,2014,1498.3298633711993,1485.6236578419189,1511.03606890048
AFC,5.0,48.72,2015,1498.0695455195587,1485.059629403459,1511.0794616356584
AFC,5.0,48.72,2016,1497.8132191906273,1484.4693815616888,1511.157056819566
AFC,5.0,48.72,2017,1497.5613118288127,1483.856177551833,1511.2664461057925
AFC,5.0,48.72,2018,1497.31423423489,1483.2232000969784,1511.4052683728014
AFC,5.0,48.72,2019,1497.0723791687187,1482.5735050968563,1511.5712532405814
AFC,5.0,48.72,2020,1496.836120067163,1481.9099897205608,1511.762250413765
AFC,5.0,48.72,2021,1496.605809883958,1481.235372706441,1511.976247061475
AFC,5.0,48.72,2022,1496.3817800571137,1480.5521844448117,1512.2113756694157
AFC,5.0,48.72,2023,1496.164339608218,1479.8627645142988,1512.465914702137
AFC,5.0,48.72,2024,1495.953774376795,1479.1692646193117,1512.7382841342787
AFC,5.0,48.72,2025,1495.7503463916396,1478.4736552282454,1513.027037555034
AFC,5.0,48.72,2026,1495.5542933798306,1477.7777345702227,1513.3308521894385
