pair,continent_a,continent_b,month,log_mean,log_p5,log_p95,elo_mean,elo_p5,elo_p95
UEFA vs CONCACAF,UEFA,CONCACAF,2019-11,0.0477282335179053,0.0028232954243220037,0.0876991431861846,68.98475926329127,4.101809723065037,125.66314159150595
UEFA vs CONCACAF,UEFA,CONCACAF,2019-12,0.04803009590958357,0.0030567281512161155,0.0880722128493196,69.41529673439638,4.4404835498441235,126.07779343266964
UEFA vs CONCACAF,UEFA,CONCACAF,2020-01,0.0483317238236603,0.0032893695431712284,0.08844829451118792,69.84503455989828,4.777907585436061,126.49443030040425
UEFA vs CONCACAF,UEFA,CONCACAF,2020-02,0.048632907793775854,0.0035211492058998327,0.08868041820273617,70.2736855565068,5.113975953738703,126.91387572086477
UEFA vs CONCACAF,UEFA,CONCACAF,2020-03,0.04893343835357067,0.0037519967451135738,0.08901923964735259,70.70096329232018,5.448583371230588,127.33397679044828
UEFA vs CONCACAF,UEFA,CONCACAF,2020-04,0.0492331060366826,0.0039818417665232544,0.08926425980927984,71.1265820990316,5.786402894496986,127.74787929832759
UEFA vs CONCACAF,UEFA,CONCACAF,2020-05,0.049531701376752134,0.0042186380679927644,0.08946767473357804,71.55025708196563,6.130283393518756,128.21579560247204
UEFA vs CONCACAF,UEFA,CONCACAF,2020-06,0.04982901490741956,0.0044546062900689964,0.08974679546266277,71.9717041279291,6.472573695161429,128.75745146377685
UEFA vs CONCACAF,UEFA,CONCACAF,2020-07,0.05012483716232292,0.004692447209999573,0.09010049002660322,72.39063991089552,7.007054512636398,129.21381080778312
UEFA vs CONCACAF,UEFA,CONCACAF,2020-08,0.05041895867510249,0.005130155052007224,0.09047511461428996,72.80678189553811,7.6819320742396835,129.53346089095547
UEFA vs CONCACAF,UEFA,CONCACAF,2020-09,0.05071116997939873,0.005554644824643563,0.09077216585087648,73.21984833860054,8.29256698635195,129.8476630032432
UEFA vs CONCACAF,UEFA,CONCACAF,2020-10,0.051001261608849574,0.0057320461693887385,0.09102798011072685,73.6295582881205,8.534369352531291,130.23890321373227
UEFA vs CONCACAF,UEFA,CONCACAF,2020-11,0.05128902409709538,0.006060808972787736,0.09132849721441354,74.03563158052599,9.022785780952747,130.70296018237585
UEFA vs CONCACAF,UEFA,CONCACAF,2020-12,0.05157424797777654,0.006357726796445685,0.09165711142585029,74.43778883559001,9.369924711088267,131.19188532455158
UEFA vs CONCACAF,UEFA,CONCACAF,2021-01,0.05185672378453104,0.00664531541776019,0.09187793547126163,74.83575144926228,9.620866855821339,131.69201128052643
UEFA vs CONCACAF,UEFA,CONCACAF,2021-02,0.052136242050999225,0.0070574026475713324,0.09218479608227112,75.2292415843948,10.289250033248404,132.2805941276109
UEFA vs CONCACAF,UEFA,CONCACAF,2021-03,0.052412593310821404,0.007278963837977417,0.0924755334925702,75.61798215934961,10.661004589201584,132.84249197115744
UEFA vs CONCACAF,UEFA,CONCACAF,2021-04,0.05268556809763569,0.007439405761477149,0.09278237451560475,76.00169683450571,10.898739345754203,133.18039164850737
UEFA vs CONCACAF,UEFA,CONCACAF,2021-05,0.052954956945082364,0.0076018008390325706,0.09307662300672383,76.38010999668167,11.142621573177248,133.6218233170313
UEFA vs CONCACAF,UEFA,CONCACAF,2021-06,0.05322055038680174,0.007766320770514003,0.09336215295286467,76.75294674146276,11.38188941121249,134.02215027805445
UEFA vs CONCACAF,UEFA,CONCACAF,2021-07,0.053482138956431946,0.00792786335564979,0.09364190056318508,77.11993285344819,11.616664729029948,134.28072287016735
UEFA vs CONCACAF,UEFA,CONCACAF,2021-08,0.05373951318761327,0.00808650956862822,0.09391559251880212,77.4807947844347,11.847069569698204,134.5289486976125
UEFA vs CONCACAF,UEFA,CONCACAF,2021-09,0.05399246361398597,0.008242340383634073,0.09417987110638357,77.83525962952459,12.17329412756602,134.88245713876887
UEFA vs CONCACAF,UEFA,CONCACAF,2021-10,0.05424078076918825,0.008462906702433238,0.09443543829562318,78.18305510117285,12.593942139532952,135.32606538960528
UEFA vs CONCACAF,UEFA,CONCACAF,2021-11,0.054484255186860314,0.008894843279680265,0.09468547930433346,78.52390950118861,13.188669234997736,135.73469717813123
UEFA vs CONCACAF,UEFA,CONCACAF,2021-12,0.05472267740064247,0.00906639103890079,0.09487337359638279,78.85755169067772,13.553717971399932,136.08630995613655
UEFA vs CONCACAF,UEFA,CONCACAF,2022-01,0.05495583794417293,0.00930108095683595,0.09505728299139976,79.18371105794058,13.815225641745508,136.43162020795174
UEFA vs CONCACAF,UEFA,CONCACAF,2022-02,0.05518352735109195,0.009644451003668975,0.09527805971528974,79.50211748433779,14.200492522231537,136.77071889455772
UEFA vs CONCACAF,UEFA,CONCACAF,2022-03,0.055405536155039646,0.009867635653922947,0.09555844030607132,79.81250130811013,14.58341851409973,137.16601447937592
UEFA vs CONCACAF,UEFA,CONCACAF,2022-04,0.055621654889654426,0.010207120746929732,0.09581678089187848,80.11459328616567,14.95633288210679,137.4200153757785
UEFA vs CONCACAF,UEFA,CONCACAF,2022-05,0.0558316740885765,0.010436425842515229,0.09595694609962066,80.40812455384282,15.292012200851309,137.7252267779648
UEFA vs CONCACAF,UEFA,CONCACAF,2022-06,0.056035384285445924,0.010589345627954615,0.09609610360634457,80.69282658263661,15.657982677650763,137.90344054080984
UEFA vs CONCACAF,UEFA,CONCACAF,2022-07,0.0562325760139012,0.010741600983009025,0.0963565652894085,80.96843113589743,16.054396968746072,138.04086499143028
UEFA vs CONCACAF,UEFA,CONCACAF,2022-08,0.05642303980758245,0.0110242604062615,0.09649051547863734,81.23467022250925,16.334347251085205,138.16902696551
UEFA vs CONCACAF,UEFA,CONCACAF,2022-09,0.05660656620012969,0.011321525246485732,0.0966068752188721,81.49127604853304,16.46199017724109,138.29057286882295
UEFA vs CONCACAF,UEFA,CONCACAF,2022-10,0.056782945725181576,0.0114684088970336,0.0967110243500266,81.737980966822,16.67127377545096,138.40761171613676
UEFA vs CONCACAF,UEFA,CONCACAF,2022-11,0.05695196891637813,0.011629102830821482,0.09686600365736439,81.97451742461233,16.95040447075246,138.52849332661444
UEFA vs CONCACAF,UEFA,CONCACAF,2022-12,0.05711342630735938,0.011749159568149503,0.09708857698844783,82.20061790907448,17.064357957846415,138.71275860446926
UEFA vs CONCACAF,UEFA,CONCACAF,2023-01,0.05726710843176401,0.011923623696347186,0.09720727278143748,82.41601489082777,17.330937290469457,138.90705903361962
UEFA vs CONCACAF,UEFA,CONCACAF,2023-02,0.05741280582323201,0.012031013742677787,0.09731865865397758,82.62044076541908,17.419427926846208,139.1435606398381
UEFA vs CONCACAF,UEFA,CONCACAF,2023-03,0.05755030901540339,0.012119358662424506,0.09748549230719802,82.81362779274869,17.55507280578655,139.20923928374037
UEFA vs CONCACAF,UEFA,CONCACAF,2023-04,0.05767940854191688,0.012145998684557657,0.09765611249622475,82.99530803444252,17.769763644800868,139.25478481633985
UEFA vs CONCACAF,UEFA,CONCACAF,2023-05,0.05779989493641249,0.012229300139699362,0.09780054351512257,83.16521328916814,18.042273571271302,139.3015278044794
UEFA vs CONCACAF,UEFA,CONCACAF,2023-06,0.05791155873253009,0.012375794131255757,0.09787354783587347,83.32307502587508,18.33321663285084,139.3397943599422
UEFA vs CONCACAF,UEFA,CONCACAF,2023-07,0.05801419046390863,0.012525245520274897,0.09794047970857904,83.4686243149555,18.62738662561318,139.45196966892928
UEFA vs CONCACAF,UEFA,CONCACAF,2023-08,0.058107580664187995,0.012680981552097136,0.09806647409926418,83.60159175731725,18.85420427528237,139.58766732780515
UEFA vs CONCACAF,UEFA,CONCACAF,2023-09,0.05819151986700797,0.012833952424319017,0.09818797045433851,83.72170741134896,18.992395755370534,139.71755806877275
UEFA vs CONCACAF,UEFA,CONCACAF,2023-10,0.05826579860600764,0.012991126216655458,0.0982876281398579,83.82870071776804,19.020615964094794,139.77258504484794
UEFA vs CONCACAF,UEFA,CONCACAF,2023-11,0.05833020741482686,0.013151433261953959,0.09836482159190182,83.9223004223393,19.043474075033885,139.88891812646506
UEFA vs CONCACAF,UEFA,CONCACAF,2023-12,0.05838453682710533,0.013268660316810621,0.09841574479815053,84.0022344964407,19.260917812430627,140.0419694338626
UEFA vs CONCACAF,UEFA,CONCACAF,2024-01,0.0584285773764823,0.013376594594082426,0.09843980311666382,84.06823005546391,19.469974533152083,140.1383214645819
UEFA vs CONCACAF,UEFA,CONCACAF,2024-02,0.058462119596597556,0.013460099109504986,0.09843962751591202,84.12001327502992,19.556291172160865,140.2236696070079
UEFA vs CONCACAF,UEFA,CONCACAF,2024-03,0.05848495402109064,0.013576471690074986,0.09841459762924706,84.15730930499605,19.80009046147693,140.2817817201321
UEFA vs CONCACAF,UEFA,CONCACAF,2024-04,0.05849687118360105,0.013645084934991659,0.09839840597585131,84.17984218123475,19.884107517079634,140.30960716578176
UEFA vs CONCACAF,UEFA,CONCACAF,2024-05,0.05849766161776844,0.01365375938900355,0.09856812254472248,84.18733473515994,19.898723165307047,140.39764809125154
UEFA vs CONCACAF,UEFA,CONCACAF,2024-06,0.05848711585723231,0.01365603304845182,0.09868474503476685,84.17950850097381,19.845590250502337,140.67595222337172
UEFA vs CONCACAF,UEFA,CONCACAF,2024-07,0.058465024435632305,0.013622812894924553,0.09886928893899091,84.15608362060907,19.799393196181608,140.93898543959145
UEFA vs CONCACAF,UEFA,CONCACAF,2024-08,0.05843117788660797,0.013648745003694795,0.09886836088438478,84.1167787463356,19.739332040896194,141.1907640763719
UEFA vs CONCACAF,UEFA,CONCACAF,2024-09,0.05838536674379874,0.01361920311985818,0.09871139648060695,84.06131094100239,19.777797926176426,141.44128713914827
UEFA vs CONCACAF,UEFA,CONCACAF,2024-10,0.058327381540844464,0.013438823577678916,0.09858519379014279,83.98939557588186,19.888781924031345,141.51754214606387
UEFA vs CONCACAF,UEFA,CONCACAF,2024-11,0.058257012811384526,0.013387573261962604,0.09845447009394917,83.90074622608034,19.397854301983035,141.3974968653293
UEFA vs CONCACAF,UEFA,CONCACAF,2024-12,0.05817405108905835,0.013333357344725317,0.09858863037966267,83.79507456348126,19.271997874268493,141.3940107964949
UEFA vs CONCACAF,UEFA,CONCACAF,2025-01,0.0580782869075059,0.013322983058860371,0.09847064222410036,83.6720902471813,19.35794009626967,141.31664417344157
UEFA vs CONCACAF,UEFA,CONCACAF,2025-02,0.057969510800366546,0.013235286041713668,0.09830369363326716,83.53150081137638,19.378797047852892,140.97756286373792
UEFA vs CONCACAF,UEFA,CONCACAF,2025-03,0.057847513301279505,0.013234516237459193,0.09820685085456436,83.37301155065973,19.459130192099146,140.81195980659226
UEFA vs CONCACAF,UEFA,CONCACAF,2025-04,0.05771208494388503,0.013345071361366801,0.09817556590890274,83.19632540268562,19.285309722158935,140.64308129167546
UEFA vs CONCACAF,UEFA,CONCACAF,2025-05,0.05756301626182237,0.013324039501051477,0.09818266778463126,83.00114282814663,19.37338728273667,140.45858791215892
UEFA vs CONCACAF,UEFA,CONCACAF,2025-06,0.05740009778873065,0.013240623453877864,0.09814148424667266,82.78716168802337,19.20183229503497,140.26011678901975
UEFA vs CONCACAF,UEFA,CONCACAF,2025-07,0.057223120058250296,0.012890484871296603,0.09792498908879695,82.55407711805168,18.58615123556358,139.98372207164746
UEFA vs CONCACAF,UEFA,CONCACAF,2025-08,0.057031873604020455,0.01251347678828787,0.09777818742037024,82.30158140034713,18.026347415582244,140.01422760112342
UEFA vs CONCACAF,UEFA,CONCACAF,2025-09,0.05682614895968016,0.01252550980378038,0.09784896703802955,82.02936383214033,18.014244183048095,140.08342938108663
UEFA vs CONCACAF,UEFA,CONCACAF,2025-10,0.05660573665887006,0.012224647121570079,0.0975358374534498,81.73711059155998,18.05212605101199,139.38471923118317
UEFA vs CONCACAF,UEFA,CONCACAF,2025-11,0.05637042723522922,0.011773257798526915,0.09745328889563916,81.42450460039373,17.51535745580943,139.3458914791706
UEFA vs CONCACAF,UEFA,CONCACAF,2025-12,0.056120011222396474,0.011376571703947392,0.09731996741485598,81.0912253837758,16.737433092368462,138.8709258929422
UEFA vs CONCACAF,UEFA,CONCACAF,2026-01,0.055854279154012774,0.011153474037096923,0.09690661871593398,80.73694892672782,16.19039367438402,138.60421577394487
UEFA vs CONCACAF,UEFA,CONCACAF,2026-02,0.05557302156371703,0.010738065188575962,0.09630254599544773,80.36134752747422,15.974061830952099,138.45437262281948
UEFA vs CONCACAF,UEFA,CONCACAF,2026-03,0.05527602898514797,0.010485786277375866,0.09602832565694965,79.96408964747393,15.41354992788977,138.03635176663127
UEFA vs CONCACAF,UEFA,CONCACAF,2026-04,0.0549630919519468,0.009431251645714279,0.09626521864944801,79.54483975808604,13.871002968733752,137.98941672249728
UEFA vs CONCACAF,UEFA,CONCACAF,2026-05,0.05463400099775231,0.009273797852058464,0.09629480674949327,79.10325818377837,13.559278546465272,137.67276824109732
UEFA vs CONCACAF,UEFA,CONCACAF,2026-06,0.05428854665620308,0.008605985145088991,0.09600330749163519,78.6390009418156,12.498715510783189,137.16831591152047
UEFA vs CONCACAF,UEFA,CONCACAF,2026-07,0.05392651946094058,0.007884417562616264,0.09567741496328627,78.15171957833292,11.625677755417758,136.8662780778947
UEFA vs CONCACAF,UEFA,CONCACAF,2026-08,0.05354770994560346,0.007581491558450271,0.09565894718730474,77.64106100069186,11.141182083239016,136.76883299642387
UEFA vs OFC,UEFA,OFC,1992-01,-0.05434901141951638,-0.08616361263432833,-0.021740512375043198,-78.97976979937692,-126.6253396452733,-31.726198908324047
UEFA vs OFC,UEFA,OFC,1992-02,-0.0559331881236887,-0.08707998893446947,-0.024290478076234082,-81.32642751746747,-127.25091710543947,-35.07721346870928
UEFA vs OFC,UEFA,OFC,1992-03,-0.05747216768779994,-0.08787335943139829,-0.02685730301833083,-83.61072034498575,-128.55276853016244,-38.31175576332827
UEFA vs OFC,UEFA,OFC,1992-04,-0.05896646661996592,-0.0889198640141883,-0.029166122478860284,-85.83308477209025,-129.80338647824146,-42.10993385004956
UEFA vs OFC,UEFA,OFC,1992-05,-0.060416601428315106,-0.08993187480236897,-0.0307928370721343,-87.99397044207996,-131.2198494746309,-44.63118455680944
UEFA vs OFC,UEFA,OFC,1992-06,-0.061823088620975464,-0.09073807626660169,-0.03291300895343259,-90.09383988814126,-132.97677145344448,-47.032638364750156
UEFA vs OFC,UEFA,OFC,1992-07,-0.06318644470606351,-0.09163929662881753,-0.03462972301977572,-92.13316826779976,-134.03101869329953,-50.04005548911553
UEFA vs OFC,UEFA,OFC,1992-08,-0.06450718619170731,-0.0924847179845409,-0.036457594666502134,-94.11244309539966,-135.23379281950872,-52.66980161183274
UEFA vs OFC,UEFA,OFC,1992-09,-0.06578582958603447,-0.09357089038790738,-0.03828952024436561,-96.03216397277849,-136.96864796763947,-55.31727210609674
UEFA vs OFC,UEFA,OFC,1992-10,-0.06702289139716228,-0.09434287604647777,-0.0395353230175362,-97.8928423184597,-138.03625363791028,-57.860965157814384
UEFA vs OFC,UEFA,OFC,1992-11,-0.0682188881332184,-0.09508319379625005,-0.041207345157438326,-99.69500109567011,-139.80125325542522,-59.785079299745355
UEFA vs OFC,UEFA,OFC,1992-12,-0.06937433630233014,-0.09635042748244622,-0.042515415533115955,-101.43917453934726,-141.1643067622008,-62.09828153434773
UEFA vs OFC,UEFA,OFC,1993-01,-0.07048975241261538,-0.09731871094363172,-0.04411138915839379,-103.12590788244201,-142.7535245836353,-63.91386331925446
UEFA vs OFC,UEFA,OFC,1993-02,-0.07156565297220151,-0.09813288744536779,-0.04527152685611964,-104.75575708180718,-144.27302714942982,-65.91091326330759
UEFA vs OFC,UEFA,OFC,1993-03,-0.07260255448921553,-0.09908799067510995,-0.04661770520517559,-106.32928854383097,-145.74236491545324,-67.80569215815528
UEFA vs OFC,UEFA,OFC,1993-04,-0.07360097347177591,-0.10004371807235057,-0.04780145183506077,-107.84707885010401,-146.9720411894528,-69.69746148195136
UEFA vs OFC,UEFA,OFC,1993-05,-0.07456142642800975,-0.10101214431342767,-0.04907946552691703,-109.30971448339096,-148.44517234662604,-71.25533016471537
UEFA vs OFC,UEFA,OFC,1993-06,-0.07548442986604374,-0.10165378813052847,-0.050066284187821795,-110.71779155406053,-149.89970151406783,-72.60390864279718
UEFA vs OFC,UEFA,OFC,1993-07,-0.076370500293997,-0.10244890137125688,-0.05116536312324316,-112.07191552724214,-151.1256454661014,-73.83879426419637
UEFA vs OFC,UEFA,OFC,1993-08,-0.07722015421999631,-0.10328664047643196,-0.0519045529873293,-113.37270095096146,-152.18086888752816,-75.32014487860843
UEFA vs OFC,UEFA,OFC,1993-09,-0.07803390815216799,-0.10396349415995428,-0.05279500141860032,-114.6207711854011,-153.3667419730498,-76.56246878643672
UEFA vs OFC,UEFA,OFC,1993-10,-0.07881227859863177,-0.10465721518727969,-0.05353902698133291,-115.81675813353456,-154.37929435838348,-77.74854369012782
UEFA vs OFC,UEFA,OFC,1993-11,-0.07955578206751421,-0.10511385201734832,-0.05422462420399721,-116.96130197336565,-155.55466237129096,-78.59044029982638
UEFA vs OFC,UEFA,OFC,1993-12,-0.08026493506694131,-0.10559509134732634,-0.05488470771545506,-118.05505089191016,-156.5595137759764,-79.79040519920639
UEFA vs OFC,UEFA,OFC,1994-01,-0.08094025410503342,-0.10616725741608066,-0.05555928501393983,-119.09866082114931,-157.51384120806875,-80.89901740603638
UEFA vs OFC,UEFA,OFC,1994-02,-0.08158225568991663,-0.10695645242820566,-0.0560509008267831,-120.09279517616409,-158.72244875929644,-82.128073829731
UEFA vs OFC,UEFA,OFC,1994-03,-0.08219145632971685,-0.10749529034878354,-0.056583779082301965,-121.03812459558125,-159.85049798044426,-83.09589027468736
UEFA vs OFC,UEFA,OFC,1994-04,-0.08276837253255494,-0.10810142335725592,-0.05717827507945739,-121.93532668453528,-160.48236315199432,-83.97330763980891
UEFA vs OFC,UEFA,OFC,1994-05,-0.08331352080655673,-0.10868032743317153,-0.057772204503369375,-122.78508576033923,-161.5043722345373,-84.68018017169553
UEFA vs OFC,UEFA,OFC,1994-06,-0.08382741765984779,-0.10923892840977537,-0.058303247407299176,-123.58809260098205,-162.71450859991563,-85.24952126830793
UEFA vs OFC,UEFA,OFC,1994-07,-0.08431057960054952,-0.10984918596589917,-0.058466210941036684,-124.34504419663837,-163.46104228671942,-85.72743168884269
UEFA vs OFC,UEFA,OFC,1994-08,-0.08476352313678756,-0.11050105711314236,-0.05893647655192842,-125.05664350436084,-164.41982413555363,-86.21612502735752
UEFA vs OFC,UEFA,OFC,1994-09,-0.0851867647766872,-0.11103518781863309,-0.05929055290465151,-125.72359920606426,-165.05482069794874,-86.6930596818925
UEFA vs OFC,UEFA,OFC,1994-10,-0.08558082102837032,-0.11156446651460823,-0.059436133402488836,-126.34662546996547,-165.91062230512708,-87.42511066719432
UEFA vs OFC,UEFA,OFC,1994-11,-0.08594620839996228,-0.11201944652359805,-0.05973757349201452,-126.92644171563057,-166.4479310434727,-87.69942412066797
UEFA vs OFC,UEFA,OFC,1994-12,-0.08628344339958818,-0.1123731642464612,-0.05986634825642106,-127.46377238272676,-167.080626848687,-88.24196968982304
UEFA vs OFC,UEFA,OFC,1995-01,-0.08659304253537041,-0.11274184991150453,-0.06005134622016844,-127.95934670362371,-167.74255391705702,-88.3664490679227
UEFA vs OFC,UEFA,OFC,1995-02,-0.08687552231543401,-0.11318800927836477,-0.06037067757639485,-128.4138984799755,-168.4019694593624,-88.82467760408508
UEFA vs OFC,UEFA,OFC,1995-03,-0.08713139924790396,-0.11337167412064923,-0.06074295234699699,-128.82816586337157,-169.03608376869923,-89.25273314763498
UEFA vs OFC,UEFA,OFC,1995-04,-0.08736118984090294,-0.11366523356095315,-0.060827366960680744,-129.20289114018053,-169.51746632152486,-89.66646033855277
UEFA vs OFC,UEFA,OFC,1995-05,-0.08756541060255589,-0.11399334374022577,-0.06091923573008482,-129.5388205207003,-169.89309765884892,-90.06692332062951
UEFA vs OFC,UEFA,OFC,1995-06,-0.08774457804098752,-0.11409380574433788,-0.06113752861579518,-129.8367039326916,-170.07289768259872,-90.46146574907539
UEFA vs OFC,UEFA,OFC,1995-07,-0.08789920866432102,-0.11428027883920891,-0.0613534426422016,-130.09729481940187,-170.2362592196122,-90.77748261011064
UEFA vs OFC,UEFA,OFC,1995-08,-0.08802981898068107,-0.11447914548319633,-0.06157658523198855,-130.32134994217296,-170.55099192771775,-90.8973555688078
UEFA vs OFC,UEFA,OFC,1995-09,-0.0881369254981921,-0.1145029370492658,-0.06176613663149899,-130.50962918770182,-170.67119178316398,-91.13969852985588
UEFA vs OFC,UEFA,OFC,1995-10,-0.08822104472497778,-0.11465882080966025,-0.061969147630542315,-130.66289538004264,-170.5480306882365,-91.34505770216109
UEFA vs OFC,UEFA,OFC,1995-11,-0.0882826931691626,-0.11480057859078782,-0.06210607458842756,-130.7819140974263,-170.7652660929458,-91.38819076562022
UEFA vs OFC,UEFA,OFC,1995-12,-0.0883223873388708,-0.11492985723173957,-0.062265649500391755,-130.86745349395878,-170.75274840437777,-91.29333122889372
UEFA vs OFC,UEFA,OFC,1996-01,-0.08834064374222636,-0.11498369580934123,-0.062272280192727396,-130.92028412626848,-170.754924266979,-91.38749735490705
UEFA vs OFC,UEFA,OFC,1996-02,-0.08833797888735359,-0.11483347884433606,-0.062414452753383524,-130.9411787851646,-170.87698442481755,-91.36415882087225
UEFA vs OFC,UEFA,OFC,1996-03,-0.08831490928237669,-0.1147997505701297,-0.06254316906060012,-130.93091233235734,-170.97699646598687,-91.32601724829203
UEFA vs OFC,UEFA,OFC,1996-04,-0.08827195143541985,-0.11478954018585523,-0.06274853520833742,-130.89026154229643,-171.10341504453893,-91.27044316222769
UEFA vs OFC,UEFA,OFC,1996-05,-0.08820962185460729,-0.11462506218404736,-0.06278233977603975,-130.82000494917432,-171.2018635849114,-91.33469272170572
UEFA vs OFC,UEFA,OFC,1996-06,-0.08812843704806295,-0.11451794405642986,-0.06260390081781143,-130.72092269913767,-171.18725892866104,-91.39617555312903
UEFA vs OFC,UEFA,OFC,1996-07,-0.08802891352391141,-0.11440412812698866,-0.0623783466110853,-130.59379640774898,-170.98136782513888,-91.32287928579139
UEFA vs OFC,UEFA,OFC,1996-08,-0.0879115677902767,-0.11414985161621397,-0.062112226198579326,-130.43940902273167,-170.76737051870649,-91.54553949594161
UEFA vs OFC,UEFA,OFC,1996-09,-0.08777691635528263,-0.1140534544107549,-0.061883331772430994,-130.25854469203503,-170.5071141428211,-91.55994216958682
UEFA vs OFC,UEFA,OFC,1996-10,-0.08762547572705413,-0.1139205622505702,-0.061833890243021106,-130.05198863724857,-170.38145633541222,-91.63664596498579
UEFA vs OFC,UEFA,OFC,1996-11,-0.087457762413715,-0.11378326522042789,-0.06178494305063782,-129.82052703238602,-170.29775462578218,-91.48613386672572
UEFA vs OFC,UEFA,OFC,1996-12,-0.08727429292338894,-0.11370205647346361,-0.06182410999084534,-129.5649468880704,-169.79187477038116,-91.2606810847742
UEFA vs OFC,UEFA,OFC,1997-01,-0.08707558376420113,-0.11350895278947397,-0.06166603586420015,-129.28603594113792,-169.0913486186447,-90.97815825471311
UEFA vs OFC,UEFA,OFC,1997-02,-0.08686215144427532,-0.11323290867099338,-0.06167211883917251,-128.98458254966943,-168.95351464623792,-90.68676242637646
UEFA vs OFC,UEFA,OFC,1997-03,-0.08663451247173501,-0.11289796858791842,-0.06139361742601066,-128.6613755934771,-168.32091420729026,-90.49889719149378
UEFA vs OFC,UEFA,OFC,1997-04,-0.0863931833547056,-0.112685747974299,-0.061145984259312634,-128.31720438005277,-168.160910304521,-90.0993878644322
UEFA vs OFC,UEFA,OFC,1997-05,-0.08613868060131073,-0.11243966117924695,-0.06083501455488794,-127.95285855597862,-167.89471261453002,-89.73391402518698
UEFA vs OFC,UEFA,OFC,1997-06,-0.08587152071967384,-0.11215438537789177,-0.060501649531319805,-127.56912802382209,-167.46757459282097,-89.22520413032088
UEFA vs OFC,UEFA,OFC,1997-07,-0.0855922202179206,-0.11178947880423387,-0.0602950036777286,-127.16680286451454,-166.99864958458534,-88.99334753491735
UEFA vs OFC,UEFA,OFC,1997-08,-0.08530129560417443,-0.11154586248494387,-0.06006723692057406,-126.74667326520506,-166.54626617897492,-88.42354546125969
UEFA vs OFC,UEFA,OFC,1997-09,-0.08499926338655872,-0.11129190529376416,-0.059845231345553127,-126.30952945260911,-166.05136945940848,-88.33636753894426
UEFA vs OFC,UEFA,OFC,1997-10,-0.08468664007319926,-0.1110304800388712,-0.05958370073766801,-125.85616163184365,-165.58781774062646,-87.80745718611418
UEFA vs OFC,UEFA,OFC,1997-11,-0.08436394217221949,-0.1107705417330993,-0.05944035078179742,-125.38735993073398,-165.02471679009548,-87.19508566490723
UEFA vs OFC,UEFA,OFC,1997-12,-0.08403168619174267,-0.11047844740439605,-0.059067952539183025,-124.90391434960989,-164.7313929332283,-86.57150872977721
UEFA vs OFC,UEFA,OFC,1998-01,-0.08369038863989474,-0.11017430357167313,-0.05873297721509805,-124.4066147165767,-164.2900741719887,-86.22449151134595
UEFA vs OFC,UEFA,OFC,1998-02,-0.08334056602479904,-0.10986143766600716,-0.05831167497746486,-123.89625064824129,-163.82632738242273,-85.82922907246592
UEFA vs OFC,UEFA,OFC,1998-03,-0.08298273485457879,-0.10959866156499842,-0.058067103986300064,-123.37361151591051,-163.3392812049724,-85.36821322408976
UEFA vs OFC,UEFA,OFC,1998-04,-0.08261741163736012,-0.10922102716192983,-0.05777258625796904,-122.83948641724139,-162.83736898769644,-85.00608689415128
UEFA vs OFC,UEFA,OFC,1998-05,-0.08224511288126625,-0.10882466927408178,-0.057437728125857346,-122.29466415332172,-162.3324587891219,-84.62668904512601
UEFA vs OFC,UEFA,OFC,1998-06,-0.08186635509442029,-0.10846965131276623,-0.057085906437843954,-121.73993321119612,-161.82605156317987,-84.09794095470279
UEFA vs OFC,UEFA,OFC,1998-07,-0.08148165478494854,-0.10813869837464996,-0.056725246555697516,-121.17608175181608,-161.30382400985022,-83.42369183194447
UEFA vs OFC,UEFA,OFC,1998-08,-0.0810915284609742,-0.10768438856362068,-0.056356395912773895,-120.60389760338894,-160.62502000023193,-82.75314382249567
UEFA vs OFC,UEFA,OFC,1998-09,-0.08069649263062026,-0.10725581187343743,-0.055938352054546586,-120.0241682601417,-159.98141169066258,-81.83866238916782
UEFA vs OFC,UEFA,OFC,1998-10,-0.08029706380201317,-0.10700258626696697,-0.0555268641715474,-119.437680886478,-159.51312362087035,-81.2810804671708
UEFA vs OFC,UEFA,OFC,1998-11,-0.07989375848327596,-0.10663323210638471,-0.05509920709678627,-118.84522232650048,-159.06543205915506,-80.95888226914182
UEFA vs OFC,UEFA,OFC,1998-12,-0.07948709318253182,-0.10624833248230563,-0.05481661719773789,-118.24757911891855,-158.53013954118165,-80.58582756407657
UEFA vs OFC,UEFA,OFC,1999-01,-0.07907751473349003,-0.10583246512529776,-0.054277813458102786,-117.64543062028541,-157.89731860449433,-80.07275765478137
UEFA vs OFC,UEFA,OFC,1999-02,-0.07866519127218864,-0.10541982714632847,-0.05387768038486423,-117.03902854556581,-157.22892306524278,-79.44082726989531
UEFA vs OFC,UEFA,OFC,1999-03,-0.07825022126024855,-0.10504556905499399,-0.053205292569332395,-116.42851802756286,-156.65134675060705,-78.57820887784754
UEFA vs OFC,UEFA,OFC,1999-04,-0.07783270315929414,-0.10471987535303828,-0.05277562464631363,-115.81404455006599,-156.20104359063777,-77.81270342955929
UEFA vs OFC,UEFA,OFC,1999-05,-0.0774127354309463,-0.10433455774359066,-0.052284528911118414,-115.19575393036621,-155.50982891732122,-77.26505553083227
UEFA vs OFC,UEFA,OFC,1999-06,-0.076990416536826,-0.10394104816895541,-0.05184485426666297,-114.57379230212894,-154.95525841485116,-76.54732173156543
